voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,cycle,capacity
4.174907529675324,0.05168807949790213,5.526246438357208,-1.9700177965107681,2.4635329963361183,11347.380000000001,6.60865923624603e-05,1.2569029344169054,0.21729373354310344,0.1052720251505773,3.0031367084159664,0.9816393438738322,0.03417703008611111,570.0,-0.0005920588739281429,2.6986676923883586,1.0,1.0
4.128056486363636,0.06649839129391062,1.7264110046815782,-0.3863592823534535,,,1.7007998314637353e-05,2.6527110086827688,0.11864252834761903,0.0031593104016182836,26.235603333591236,3.483348601882174,0.38760616358258265,11779.900000000009,7.139523187262834e-08,0.8250044509234431,2.0,0.9941770673494157
4.116303146855792,0.06463368034678788,1.6410960427716448,-0.11445091649047238,64.81669928825661,98603.27999999997,9.959308591769899e-06,2.8447859718360777,0.46216710183789816,0.057350042125935495,27.578070646817658,-5.04255714866745,2.4579000263071653,18803.27999999997,-5.026214734994555e-06,0.31076730020819104,3.0,1.013054316401697
4.186788035150503,0.03980355275460625,11.997531947532105,-3.156823935715573,2.2919411555006888,3615.780000000028,2.4757791186002388e-05,0.7550274557569042,0.2313828254979592,0.10972892495032158,2.5499165180563237,0.8071666166968438,0.03065961360694444,480.0,-0.0007427811591153062,2.719215390243714,4.0,0.945659134408669
4.186031402508711,0.0409420821915572,11.3434094346921,-3.057762776328647,2.2980798222840875,3626.1900000000023,2.713109436200695e-05,0.7807875673938018,0.22653289590416667,0.10736263978686396,2.5569115163506315,0.8084937213959997,0.02938824037986111,470.0,-0.0007418780079494139,2.7755331111541253,5.0,0.9466246545095447
4.1860978409929075,0.0406523819680695,11.268548210604548,-3.046903314223401,2.2999356580069303,3621.7000000000116,2.7496489988008344e-05,0.7739582763153614,0.22924455125416668,0.11160686991267402,2.565912760976654,0.8184896498067464,0.030017886964166664,480.0,-0.0007676522285097382,2.761981492689943,6.0,0.9472789905285797
4.185345505330882,0.04177613530352077,10.714233804458038,-2.9599462198416884,2.3020314414353207,3625.5800000000163,2.991669327180611e-05,0.8157846624173942,0.22781395032127663,0.11003226236292031,2.5673093118830996,0.8105108627548493,0.028914362978750004,460.0,-0.0007764685979197503,2.755287253491408,7.0,0.9476540799371195
4.1858898670397116,0.040865806205512695,11.036260617566388,-3.0109750093572525,2.3039295196469625,3628.8300000000163,2.837896352789739e-05,0.7853653758543567,0.22741913547826087,0.1085845731088817,2.5383711730987386,0.8003558140433303,0.028239575121111114,450.0,-0.0007835166616120877,2.764371304128537,8.0,0.9479732304473024
4.184838601158301,0.042234805906652774,10.216358500571586,-2.8791828373735253,2.305029061030596,3630.6500000000233,3.23628727516911e-05,0.8296169525265493,0.22481846739565214,0.1081769962154807,2.5551537410867566,0.8099481366764415,0.027913837389583328,450.0,-0.000779746840918902,2.7637407815907737,9.0,0.9480317793400379
4.184361768164062,0.04304020088257882,9.953718706641629,-2.8366816264196695,2.3061194474178923,3632.6199999999953,3.3674951192037864e-05,0.8570543329588619,0.22846570534545452,0.10671436053894551,2.5111980705377652,0.7804482152167994,0.027107652399166664,430.0,-0.0008069011641916845,2.773127199182528,10.0,0.9482126728758384
