voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,cycle,temp_C,temp_K,condition_id,capacity
4.389618764960248,0.03538740942479852,15.1731892414449,-3.5908160076881632,1.8665531110606208,2072.9267399999994,5.412778162526756e-06,-671.0466094450163,0.6584329216640495,0.6751762824514477,3.7466036188246754,1.3502541403312713,1.8236446594936482,10509.154712,-0.00022328389598568325,3.392143390987878,1.0,10.0,283.15,4.0,1.0
4.391089170226083,0.03337697916104263,17.058050281949136,-3.869444035664267,3.1669219991332205,3549.8844960000024,3.1381047085742657e-06,-691.4121750460893,0.5857666356890809,0.6162580042857688,4.857398980709276,1.6217314639523532,1.7728396556122106,12131.106995999993,-0.0001392942980402465,2.1510937330317956,2.0,10.0,283.15,4.0,1.0246791294452808
4.3926702494645,0.028586302401252667,18.19817077522554,-3.9833535433807,3.477661493942847,3745.35822799999,2.4339404355761513e-06,-706.2183170199372,0.7200823532623205,0.6693349385214579,3.249242111497808,1.116934461824967,2.5182272197376547,10237.055223999992,-0.00015164350809874501,5.1205231551815125,3.0,10.0,283.15,4.0,1.0255942175437511
4.391154370261628,0.03344390206169957,17.802794240065175,-3.9483817955549902,2.91904733050005,3173.7852239999993,2.5725052477669464e-06,-698.6298132145187,0.6084381299005651,0.6553337233182487,3.8756118178880326,1.3973864878541131,2.0291783363620444,11439.144108000008,-0.00010893405625523674,1.8937091800534327,4.0,10.0,283.15,4.0,1.031365660901461
4.39352737271727,0.02621938296617096,19.95169993895641,-4.15284520879173,3.481343473552911,3773.954927999999,5.102078232377001e-07,-681.8449305125973,0.6540151969953016,0.6551390134924675,3.6497383980263094,1.2952216573379334,2.3522797032969565,13821.09511599999,-3.233462274921634e-05,3.9708817228263853,5.0,10.0,283.15,4.0,1.0306674607993769
4.391063193281093,0.033847623553041474,17.82434707810371,-3.9541076290768173,3.9213760909605657,4278.013232000012,9.821934757940087e-07,-700.9862929039846,0.6019801939332182,0.6227040204265724,3.9903827926105304,1.3758078873770374,2.9053540419766777,17626.86903600002,-2.6875320546750194e-05,1.9242010872107536,6.0,10.0,283.15,4.0,1.0337176230136733
4.3891279646474075,0.03704492240453856,14.309686011149187,-3.5065530916415644,4.303716903139251,4614.407791999998,1.1649221862505552e-06,-675.3711459805298,0.6338631454391859,0.6383409357113774,3.7896911582493122,1.331928635708499,2.460053706005891,15746.65912799989,-2.697112555245969e-05,2.750052903078147,7.0,10.0,283.15,4.0,1.0341951709475339
4.388684044536363,0.03790984690604319,13.781837402483369,-3.4357466169040425,4.617800125374788,5071.102832000019,1.2707567663053402e-06,-677.3542988548847,0.6366282627172304,0.6402664043500851,3.762690251825671,1.3262810650478305,2.4550315984918667,16255.689264000015,-2.773351485466621e-05,3.165207239007246,8.0,10.0,283.15,4.0,1.0382698690376504
4.390471754903379,0.03394505266296753,16.049078117737846,-3.7219740922798223,4.7693865219758615,5169.13427200001,1.0207081522273747e-06,-759.5165881883919,0.6760064657010025,0.655533779814517,3.331262907003269,1.1880462358819717,3.008678926405712,16877.96186000004,-3.237422748986783e-05,4.1925599159992935,9.0,10.0,283.15,4.0,1.0374416436855014
4.3903710859535385,0.03172561876426703,13.267835600604846,-3.3336538783199736,5.180148563888737,5431.881472000023,1.6352784650517433e-06,-664.2441870984089,0.6521884885137481,0.6581791806368528,3.6700895681429926,1.307564990696175,2.778420601072737,14470.316171999977,-5.835162240716234e-05,4.201456876946504,10.0,10.0,283.15,4.0,1.0389021782079402
4.389902741858299,0.03523170740215044,15.014753181015704,-3.596128381194891,4.636674763412709,4982.691944000006,4.3863610978177344e-07,-675.5373211826426,0.6369237289052879,0.6423475100760865,3.7208053828787775,1.3187739006372754,3.058839096862525,17522.333128000057,-1.4400700487138474e-05,3.162011390581685,11.0,10.0,283.15,4.0,1.0371619119440472
4.388988129110897,0.036464707203242144,13.566846955592986,-3.4015700383426677,4.877856031831021,5186.7325279999495,4.944042439211035e-07,-728.5803782698514,0.6849755028993385,0.6633960898555051,3.294504390386636,1.1659533936288953,3.2381657413413762,15742.334023999909,-1.6051103886889206e-05,4.067554898876367,12.0,10.0,283.15,4.0,1.0731120831995262
4.385891270691332,0.04317548744210803,11.588528100608173,-3.1131478210736967,5.320840707774316,5670.896527999983,4.837389167162833e-07,-639.8485956440744,0.6803752645890564,0.6595664129203337,3.2902988479787774,1.1675418731527725,3.1072453190279146,17458.14265199985,-1.1510708519291924e-05,4.165089375078427,13.0,10.0,283.15,4.0,1.0372326783746035
4.38835998341955,0.038652890408176585,13.553463127311447,-3.4005226267309365,5.103394719387205,5352.196419999935,3.9989251338707015e-07,-654.2320103425207,0.6560748434186883,0.6459494020981608,3.67088775489217,1.2930240074215744,2.971650491021306,18677.510559999966,-1.0900758929294911e-05,3.5892420115475256,14.0,10.0,283.15,4.0,1.0410600524503288
4.3883230223584535,0.038465020993535916,13.38751165163378,-3.372327041364665,5.2305830427043,5630.753599999967,6.492789338656222e-07,-654.1867529014871,0.6434474039077759,0.6453440643781563,3.6477302659482933,1.29125684055612,3.4827146002212,19633.32051999992,-1.2648610046620033e-05,3.3021461561291243,15.0,10.0,283.15,4.0,1.0403686278575532
4.38732662719229,0.04132689517994491,12.990561754816397,-3.326902772881531,4.988045788266527,5343.930243999959,4.5419480931758933e-07,-653.0083074885165,0.6348294725223463,0.641063358661276,3.7640863379076377,1.3280425038980452,3.442581841562812,18283.1182559999,-1.0496572567004569e-05,3.0858698181087583,16.0,10.0,283.15,4.0,1.0406943900431993
4.391745877793146,0.029797488462159488,15.492895264972047,-3.627416962533515,5.026381519437688,5347.142304000008,6.60544482019229e-07,-723.6015719445732,0.6643261376629587,0.6732065657054414,3.54951375982754,1.2813039178009331,3.2431339742296856,15356.404739999998,-3.216801418963239e-05,3.6793711937643234,17.0,10.0,283.15,4.0,1.0394724323167848
4.386530985035805,0.04270905265486443,12.307328230840469,-3.2282073614895785,5.498302930492948,5807.424863999942,2.50545212985569e-07,-647.1274208713508,0.6412403130531311,0.6444125229708486,3.6826836885746133,1.3073328476808068,3.279863068405851,18465.427923999814,-6.705932881285345e-06,3.3543226846472303,18.0,10.0,283.15,4.0,1.0388347457581548
