voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,cycle,temp_C,temp_K,condition_id,capacity
4.386727434865544,0.0402634202454416,11.44598917593882,-3.0837045591821646,2.0356147934742768,2240.097204,7.971893341440916e-06,-638.0092114807505,0.5972215412978099,0.616050943558671,4.342360682706844,1.4884345785481434,1.3305230064675289,7876.8779,-0.00024290012329299972,2.512521180262529,1.0,10.0,283.15,6.0,1.0
4.391683574823233,0.03239250485839259,18.92631561633832,-4.070239327110282,1.6043592960035427,1704.305927999998,5.261561229089969e-06,-676.4861471887021,0.5290495453542368,0.566980748226709,4.944697117786946,1.6367767035675194,1.1557648918125578,8198.942176,-0.00018372089230414443,0.5084005927009603,2.0,10.0,283.15,6.0,0.917601499090728
4.391044899682019,0.03388564800352287,17.89528374107616,-3.946361066555792,3.2753063331218937,3459.9147760000014,2.335176946451881e-06,-676.0741253263946,0.576651110183595,0.5979508679270824,4.651631964421112,1.5597969103245921,1.883239527184431,11638.026788000014,-8.126922221307772e-05,2.0439055305502762,3.0,10.0,283.15,6.0,0.9104906967724161
4.390625691133387,0.03501416413007438,17.47743504168434,-3.896618732349299,3.6588434363193665,3836.7681279999997,2.2795626483595987e-06,-668.1694275384889,0.5718386882751301,0.5824142278238099,4.479685156937009,1.515769467834278,2.2041871026209625,11963.953499999992,-7.327538840763244e-05,2.169161239774551,4.0,10.0,283.15,6.0,0.9093009804796592
4.39086548149163,0.034167372224482594,17.534500516459634,-3.902629794794655,4.3185022352647735,4503.806655999993,2.1148145067500896e-06,-671.7041802969301,0.5788015780910369,0.5886481368037841,4.440703621181516,1.5010079028331518,2.1918718497489786,12616.611899999989,-7.110667423631123e-05,2.1794049755855034,5.0,10.0,283.15,6.0,0.908729893289839
4.388974597993887,0.03879554503569902,15.307900989785349,-3.635725980217768,3.5556545946171476,3759.170796000013,2.5322165458913098e-06,-664.0126882474113,0.5838885682062082,0.5935670798896402,4.42290770217013,1.4918661743375108,1.8571675269594896,12625.230151999996,-6.803049292901841e-05,2.4769592511490135,6.0,10.0,283.15,6.0,0.9086009239832887
4.390725705737159,0.03443344746121749,17.24654214387185,-3.8685224851394113,3.4523786976465543,3600.146179999989,1.8889079652379106e-06,-668.8355941574744,0.586067347022576,0.5978167482656918,4.328879369394997,1.4719335485593703,2.1808545877355785,13388.482904000019,-6.549639288294585e-05,2.382150657896037,7.0,10.0,283.15,6.0,0.9101265374025905
4.389226329270133,0.03808841881168212,15.483870077893497,-3.655312340119855,4.086156891946752,4327.632708000034,2.050343212674684e-06,-664.0068764110315,0.5910621933315111,0.6076694477292344,4.32311365915517,1.4805817454661494,2.0455814161305748,13917.139576000001,-6.361549036935106e-05,2.4391344937341013,8.0,10.0,283.15,6.0,0.9099534220338605
4.389634474118551,0.036924153237859976,15.96345318137436,-3.7080908567014954,4.161709509608913,4343.785607999991,2.080871978740893e-06,-664.7524540857664,0.5837980958281971,0.6002857359078014,4.4525777269397,1.5097888128941466,2.411127762476135,14334.396771999978,-6.147311322868795e-05,2.309644540690798,9.0,10.0,283.15,6.0,0.9114943715541673
4.388954455689054,0.03857779755502693,15.047286778409644,-3.60057323601471,3.9840489449335346,4288.598403999989,2.139511407235854e-06,-660.0304137714273,0.576317618722501,0.5911730107899837,4.462090609854772,1.5068850553690287,2.7168765611264347,15231.834711999967,-5.907089840640757e-05,2.1295213333660956,10.0,10.0,283.15,6.0,0.9116660263418493
